Original Text,Language,Translated Text
"Der Geschäftsführer war besorgst über einen Besuch der Wirtschaftsprüferin, da bekannt war, dass sie streng ist.",Ukrainian,"Директор був стурбований візитом аудитора, оскільки було відомо, що вона сувора."
"Der Geschäftsführer war besorgst über einen Besuch der Wirtschaftsprüferin, da bekannt war, dass sie streng ist.",Arabic,كان المدير العام قلقًا بشأن زيارة المدققة المالية، حيث كان معروفًا أنها صارمة.
"Der Geschäftsführer war besorgst über einen Besuch der Wirtschaftsprüferin, da bekannt war, dass sie streng ist.",Hebrew,"המנכ""ל היה מודאג מביקור של רואת החשבון, שכן היה ידוע שהיא קפדנית."
"Die Wachfrau spricht mit dem Bäcker über das Feuer, das er letzte Nacht verursacht hat.",Spanish,La vigilante habla con el panadero sobre el fuego que él causó anoche.
"Die Wachfrau spricht mit dem Bäcker über das Feuer, das er letzte Nacht verursacht hat.",Italian,La guardia parla con il panettiere del fuoco che ha causato la scorsa notte.
"Die Wachfrau spricht mit dem Bäcker über das Feuer, das er letzte Nacht verursacht hat.",French,La gardienne parle avec le boulanger au sujet de l'incendie qu'il a causé la nuit dernière.
"Die Wachfrau spricht mit dem Bäcker über das Feuer, das er letzte Nacht verursacht hat.",Russian,"Сторож говорит с пекарем о пожаре, который он устроил прошлой ночью."
"Die Wachfrau spricht mit dem Bäcker über das Feuer, das er letzte Nacht verursacht hat.",Ukrainian,"Охоронниця розмовляє з пекарем про вогонь, який він спричинив минулої ночі."
"Die Wachfrau spricht mit dem Bäcker über das Feuer, das er letzte Nacht verursacht hat.",Arabic,تتحدث حارسة الأمن مع الخباز عن الحريق الذي تسبب فيه الليلة الماضية.
"Die Wachfrau spricht mit dem Bäcker über das Feuer, das er letzte Nacht verursacht hat.",Hebrew,השומרת מדברת עם האופה על האש שהוא גרם לה אתמול בלילה.
"Der Wachmann spricht mit der Bäckerin über das Feuer, das sie letzte Nacht verursacht hat.",Spanish,El vigilante habla con la panadera sobre el fuego que ella causó anoche.
"Der Wachmann spricht mit der Bäckerin über das Feuer, das sie letzte Nacht verursacht hat.",Italian,Il guardiano parla con la panettiera del fuoco che ha causato la scorsa notte.
"Der Wachmann spricht mit der Bäckerin über das Feuer, das sie letzte Nacht verursacht hat.",French,Le gardien parle avec la boulangère de l'incendie qu'elle a causé la nuit dernière.
"Der Wachmann spricht mit der Bäckerin über das Feuer, das sie letzte Nacht verursacht hat.",Russian,"Охранник разговаривает с пекарем о пожаре, который она устроила прошлой ночью."
"Der Wachmann spricht mit der Bäckerin über das Feuer, das sie letzte Nacht verursacht hat.",Ukrainian,"Охоронець говорить з пекарем про вогонь, який вона спричинила минулої ночі."
"Der Wachmann spricht mit der Bäckerin über das Feuer, das sie letzte Nacht verursacht hat.",Arabic,يتحدث الحارس مع الخبازة عن الحريق الذي تسبب فيه الليلة الماضية.
"Der Wachmann spricht mit der Bäckerin über das Feuer, das sie letzte Nacht verursacht hat.",Hebrew,השומר מדבר עם האופה על האש שהיא גרמה לה אתמול בלילה.
"Der Bäcker schrie die Umzugshelferin an, weil sein Ofen kaputt war.",Spanish,El panadero gritó a la ayudante de mudanza porque su horno estaba roto.
"Der Bäcker schrie die Umzugshelferin an, weil sein Ofen kaputt war.",Italian,Il panettiere urlò contro l'aiutante del trasloco perché il suo forno era rotto.
"Der Bäcker schrie die Umzugshelferin an, weil sein Ofen kaputt war.",French,Le boulanger a crié après l'aide au déménagement parce que son four était cassé.
"Der Bäcker schrie die Umzugshelferin an, weil sein Ofen kaputt war.",Russian,"Пекарь закричал на помощницу по переезду, потому что его печь была сломана."
"Der Bäcker schrie die Umzugshelferin an, weil sein Ofen kaputt war.",Ukrainian,"Пекар закричав на помічницю з переїзду, бо його піч була поламана."
"Der Bäcker schrie die Umzugshelferin an, weil sein Ofen kaputt war.",Arabic,الصانع الخبز صرخ في مساعدة الانتقال لأن فرنه كان معطلاً.
"Der Bäcker schrie die Umzugshelferin an, weil sein Ofen kaputt war.",Hebrew,"האפייה צעקה על העוזרת למעבר, כי התנור שלו היה מקולקל."
"Die Bäckerin schrie den Umzugshelfer an, weil ihr Ofen kaputt war.",Spanish,La panadera le gritó al ayudante de mudanza porque su horno estaba roto.
"Die Bäckerin schrie den Umzugshelfer an, weil ihr Ofen kaputt war.",Italian,La panettiera urlò all'aiutante del trasloco perché il suo forno era rotto.
"Die Bäckerin schrie den Umzugshelfer an, weil ihr Ofen kaputt war.",French,La boulangère a crié sur le déménageur parce que son four était cassé.
"Die Bäckerin schrie den Umzugshelfer an, weil ihr Ofen kaputt war.",Russian,"Пекарша закричала на помощника по搬搬, потому что ее печь сломалась."
"Die Bäckerin schrie den Umzugshelfer an, weil ihr Ofen kaputt war.",Ukrainian,"Пекарка закричала на помічника по переїзду, бо її піч була поламана."
"Die Bäckerin schrie den Umzugshelfer an, weil ihr Ofen kaputt war.",Arabic,صرخت الخبازة في مساعد النقل لأن فرنه كان معطلاً.
"Die Bäckerin schrie den Umzugshelfer an, weil ihr Ofen kaputt war.",Hebrew,האפייה צעקה על העוזר למעבר כי התנור שלה היה מקולקל.
"Der Schreiner bewundert die Arbeit der Friseurin, weil er Talent schätzt.",Spanish,El carpintero admira el trabajo de la peluquera porque aprecia el talento.
"Der Schreiner bewundert die Arbeit der Friseurin, weil er Talent schätzt.",Italian,"Il falegname ammira il lavoro della parrucchiera, perché apprezza il talento."
"Der Schreiner bewundert die Arbeit der Friseurin, weil er Talent schätzt.",French,"Le menuisier admire le travail de la coiffeuse, car il apprécie le talent."
"Der Schreiner bewundert die Arbeit der Friseurin, weil er Talent schätzt.",Russian,"Плотник восхищается работой парикмахера, потому что ценит талант."
"Der Schreiner bewundert die Arbeit der Friseurin, weil er Talent schätzt.",Ukrainian,"Токар захоплюється роботою перукаря, оскільки цінує талант."
"Der Schreiner bewundert die Arbeit der Friseurin, weil er Talent schätzt.",Arabic,يُعجب النجار بعمل مصففة الشعر لأنه يقدّر الموهبة.
"Der Schreiner bewundert die Arbeit der Friseurin, weil er Talent schätzt.",Hebrew,הנגר מעריך את עבודת הספרית כי הוא מעריך כישרון.
"Die Schreinerin bewundert die Arbeit des Friseurs, weil sie Talent schätzt.",Spanish,La carpintera admira el trabajo del peluquero porque aprecia el talento.
"Die Schreinerin bewundert die Arbeit des Friseurs, weil sie Talent schätzt.",Italian,"La falegnama ammira il lavoro del parrucchiere, perché apprezza il talento."
"Die Schreinerin bewundert die Arbeit des Friseurs, weil sie Talent schätzt.",French,"La menuisière admire le travail du coiffeur, car elle apprécie le talent."
"Die Schreinerin bewundert die Arbeit des Friseurs, weil sie Talent schätzt.",Russian,"Плотница восхищается работой парикмахера, потому что ценит талант."
"Die Schreinerin bewundert die Arbeit des Friseurs, weil sie Talent schätzt.",Ukrainian,"Теслярка захоплюється роботою перукаря, оскільки цінує талант."
"Die Schreinerin bewundert die Arbeit des Friseurs, weil sie Talent schätzt.",Arabic,تُعجب النّجارَة بعمل الحلاق لأنها تُقدّر الموهبة.
"Die Schreinerin bewundert die Arbeit des Friseurs, weil sie Talent schätzt.",Hebrew,"הנגרית מעריצה את עבודתו של הספר, כי היא מעריכה כישרון."
Die Begleiterin war immer beeindruckt von den Gesten des Tischlers und verstand seine Liebe.,Spanish,La acompañante siempre estaba impresionada por los gestos del carpintero y comprendía su amor.
Die Begleiterin war immer beeindruckt von den Gesten des Tischlers und verstand seine Liebe.,Italian,La compagna era sempre colpita dai gesti del falegname e comprendeva il suo amore.
Die Begleiterin war immer beeindruckt von den Gesten des Tischlers und verstand seine Liebe.,French,La compagne était toujours impressionnée par les gestes du menuisier et comprenait son amour.
Die Begleiterin war immer beeindruckt von den Gesten des Tischlers und verstand seine Liebe.,Russian,Сопровождающая всегда была впечатлённой жестами плотника и понимала его любовь.
Die Begleiterin war immer beeindruckt von den Gesten des Tischlers und verstand seine Liebe.,Ukrainian,Супутниця завжди була вражена жестами столяра і розуміла його любов.
Die Begleiterin war immer beeindruckt von den Gesten des Tischlers und verstand seine Liebe.,Arabic,كانت المرافقة دائمًا معجبة بإيماءات النجار وفهمت حبه.
Die Begleiterin war immer beeindruckt von den Gesten des Tischlers und verstand seine Liebe.,Hebrew,המלווים תמיד התרשמו מהמחוות של הנגר והבינו את אהבתו.
Der Begleiter war immer beeindruckt von den Gesten der Tischlerin und verstand ihre Liebe.,Spanish,El acompañante siempre estaba impresionado por los gestos de la carpintera y entendía su amor.
Der Begleiter war immer beeindruckt von den Gesten der Tischlerin und verstand ihre Liebe.,Italian,Il compagno era sempre colpito dai gesti della falegnama e comprendeva il suo amore.
Der Begleiter war immer beeindruckt von den Gesten der Tischlerin und verstand ihre Liebe.,French,Le compagnon était toujours impressionné par les gestes de la menuisière et comprenait son amour.
Der Begleiter war immer beeindruckt von den Gesten der Tischlerin und verstand ihre Liebe.,Russian,Сопровождающий всегда был впечатлён жестами столяра и понимал её любовь.
Der Begleiter war immer beeindruckt von den Gesten der Tischlerin und verstand ihre Liebe.,Ukrainian,Супутник завжди був вражений жестами столярки і розумів її любов.
Der Begleiter war immer beeindruckt von den Gesten der Tischlerin und verstand ihre Liebe.,Arabic,كان المرافق دائمًا معجبًا بإيماءات النّحاتة وفهم حُبّها.
